Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,1,"St. Petersburg National Research University of IT, Mechanics and Optics",Russia,SPb NRU ITMO 1,Gennady Korotkevich,Mikhail Kever,Niyaz Nigmatullin,True,False,False,False,10,11,0.91,1176,"World Champion, Europe Champion"
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,2,Shanghai Jiao Tong University,China,Mithril,Bin Jin,Jingbo Shang,Xiaoxu Guo,True,False,False,False,9,11,0.82,1209,Asia Champion
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,3,The University of Tokyo,Japan,University of Agitsune,Kensuke Imanishi,Makoto Soejima,Yui Hosaka,True,False,False,False,8,11,0.73,1060,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,4,National Taiwan University,Taiwan,+1 ironwood branch,Che Yang Wu,Han-Jay Yang,Pi-Hsun Shih,True,False,False,False,8,11,0.73,1060,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,5,St. Petersburg State University,Russia,SPb SU 4,Dmitry Egorov,Egor Suvorov,Pavel Kunyavskiy,False,True,False,False,8,11,0.73,1156,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,6,University of Warsaw,Poland,Warsaw Eagles 2013,Maciej Klimek,Marcin Andrychowicz,Tomasz Kociumaka,False,True,False,False,8,11,0.73,1189,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,7,Taras Shevchenko Kiev National University,Ukraine,BZFlags,Andrii Maksai,Iaroslav Tverdokhlib,Roman Iedemskyi,False,True,False,False,8,11,0.73,1317,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,8,Belarusian State University,Belarus,Belarusian SU 1,Andrey Malevich,Raman Udavichenka,Sergei Zhgirovski,False,True,False,False,7,11,0.64,966,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,9,Jagiellonian University in Krakow,Poland,Jagiellonian,Grzegorz Guśpiel,Jakub Adamek,Jonasz Pamuła,False,False,True,False,7,11,0.64,1301,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,10,Moscow State University,Russia,Moscow SU ST,Aleksandr Kaluzhin,Sergey Fedorov,Sergey Rogulenko,False,False,True,False,6,11,0.55,626,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,11,Carnegie Mellon University,United States,CMU1,Jonathan Paulson,Nathaniel Barshay,Yan Gu,False,False,True,False,6,11,0.55,755,North America Champion
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,12,Tsinghua University,China,Again And Again,Jieming Mao,Tao Mo,Yi Wu,False,False,True,False,6,11,0.55,877,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,13,Perm State University,Russia,Perm SU: Meerkats,Andrey Zayakin,Danil Osherov,Evgeniy Akimov,False,False,True,False,6,11,0.55,882,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,14,Altai State Technical University,Russia,Altai STU,Dmitrii Silin,Dmitry Uvarov,Sergey Esipenko,False,False,False,True,6,11,0.55,922,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,15,Ufa State Aviation Technical University,Russia,Ufa SATU: TurtleCommander,Artem Ripatti,Artur Mazgarov,Petr Lezhankin,False,False,False,True,6,11,0.55,944,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,16,Ural Federal University,Russia,Ural FU: Orange,Egor Shchelkonogov,Oleg Dolgorukov,Olga Soboleva,False,False,False,True,6,11,0.55,969,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,17,Northeast Normal University,China,Moonlight,Xiaozhou Zhao,Xueliang Ren,Zhixian Yang,False,False,False,True,6,11,0.55,981,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,18,Massachusetts Institute of Technology,United States,MIT 151s,Ilya Razenshteyn,Rati Gelashvili,Sepideh Mahabadi,False,False,False,True,6,11,0.55,982,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,19,Peking University,China,Ragnarok,Chao Li,Huangxuan Liang,Zhengkai Wu,False,False,False,True,6,11,0.55,1101,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,20,The Chinese University of Hong Kong,Hong Kong,AcCelebration,Chak Fai Yuen,Dawei Huang,Pak Hay Chan,False,False,False,True,6,11,0.55,1108,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,21,University of Southern California,United States,USC Trojans,Rongqi Qiu,Yu Cheng,Zheng Cao,False,False,False,True,6,11,0.55,1129,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,22,South China University of Technology,China,Yamiedie,Chunwei Zheng,Fangying Chen,Feng Lin,False,False,False,True,6,11,0.55,1147,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,23,Institut Teknologi Bandung,Indonesia,Dongskar Pedongi,Ahmad Zaky,Christianto Handojo,Irvan Jahja,False,False,False,True,6,11,0.55,1193,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,24,Novosibirsk State University,Russia,Novosibirsk SU,Alexander Stenenko,George Beloshapko,Svyatoslav Shcherbina,False,False,False,True,6,11,0.55,1230,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,25,The University of Electro-Communications,Japan,Ultimate & Escapist Coders,Izuru Matsuura,Masafumi Yabu,Naoto Ohsaka,False,False,False,True,6,11,0.55,1281,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,26,Stanford University,United States,Stanford Cardinal,Huaiyu Wu,Jack Chen,Rohan Puttagunta,False,False,False,True,6,11,0.55,1405,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,27,Saratov State University,Russia,Saratov SU #2,Edvard Davtyan,Igor Kudryashov,Maxim Gusarov,False,False,False,True,5,11,0.45,633,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,28,Zhongshan (Sun Yat-sen) University,China,SYSU_BlackBlade,Junde Huang,Ruiyang Tan,Zequn Lin,False,False,False,True,5,11,0.45,655,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,29,Beihang University,China,plum*_buaa,Boyang Yang,Qingwen Guan,Yishuai Ni,False,False,False,True,5,11,0.45,693,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,30,Sharif University of Technology,Iran,Saboon,Alireze Farhadi,Hamed Saleh Mohammadabad,Saeed Ilchi Ghazaan,False,False,False,True,5,11,0.45,730,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,31,ETH Zürich,Switzerland,"ǝsɐqɐʇɐp WↃ∀ ǝɥʇ uı ʞɔnʇs ɯ,I",Kieran Nirkko,Nikola Djokic,Vladimir Serbinenko,False,False,False,True,5,11,0.45,733,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,32,Ludwig-Maximilians Universität München,Germany,We don't have a team name,Fabian Gundlach,Reimar Leike,Tamás Korodi,False,False,False,True,5,11,0.45,770,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,33,Beijing Institute of Technology,China,Keshik,Xingchen Liu,Yaobo Liang,Zhengying Chen,False,False,False,True,5,11,0.45,774,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,34,University of Wroclaw,Poland,UWr1,Anna Piekarska,Damian Straszak,Jakub Tarnawski,False,False,False,True,5,11,0.45,803,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,35,Samara State Aerospace University,Russia,Teddy Bears,Alexey Dergunov,Nikita Glashenko,Pavel Semushin,False,False,False,True,5,11,0.45,829,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,36,Fudan University,China,LeGenD.N,Kailun Chen,Liaoliang Ye,Zhan Yu,False,False,False,True,5,11,0.45,862,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,37,V.N. Karazin Kharkiv National University,Ukraine,SobolevTeam,Arseniy Chelnokov,Dmytro Soboliev,Ievgen Soboliev,False,False,False,True,5,11,0.45,881,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,38,Comenius University,Slovakia,Docikáme ďalej,Peter Fulla,Tomáš Belan,Vladimír Boža,False,False,False,True,5,11,0.45,885,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,39,University of Maryland,United States,UMD Terps 1,Ang Li,Hossein Esfandiari,Shangfu Peng,False,False,False,True,5,11,0.45,946,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,40,Moscow Institute of Physics & Technology,Russia,MIPT Lambda,Kinan Alsarmini,Maxim Pimenov,Yury Gorshenin,False,False,False,True,5,11,0.45,956,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,41,"Ningbo Institute of Technology, ZJU",China,FBH,Lv Shao,Xiangwei Li,Zhang HuiDong,False,False,False,True,5,11,0.45,975,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,42,Instituto Tecnológico de Aeronautica,Brazil,"jQuery bool, jQuery char!",Felipe Freitas,Fernando Fonseca,Gabriel Dalalio,False,False,False,True,5,11,0.45,1013,Latin America Champion
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,43,Universidade Federal de Pernambuco,Brazil,4 Fun 2 Win,Márcio Filho,Pedro Silvestre,Sérgio Filho,False,False,False,True,5,11,0.45,1043,
2013,2013-07-03,Russia,Saint Petersburg,Yubileyny Sports Palace,44,Universitat Politècnica de Catalunya,Spain,The Team cannot be described,Alex Alvarez,Félix Miravé,Pol Mauri,False,False,False,True,5,11,0.45,1081,
