Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,56,Nanyang Technological University,Singapore,AAA,Tran Dang Tuan Anh,Tuan Anh Nguyen,Viet Anh Ho Sy,False,False,False,True,6,13,0.46,801,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,57,The University of New South Wales,Australia,YujOHappyBot,Joshua Lau,Kevin Tran,Yujin Wu,False,False,False,True,6,13,0.46,865,South Pacific Champion
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,58,Friedrich-Alexander-University Erlangen-Nuremberg,Germany,Old Fafhioned Typefetting,Miriam Polzer,Paul Wild,Tobias Polzer,False,False,False,True,6,13,0.46,868,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,59,Jahangirnagar University,Bangladesh,JU_Assassins,Aninda Majumder,Md. Nafis Sadique,Suman Bhadra,False,False,False,True,6,13,0.46,963,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,60,South China University of Technology,China,SCUT_Low_Profile,HuaiDong Zhang,Jun Hu,Xuyu Gui,False,False,False,True,6,13,0.46,966,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,61,Beijing Normal University,China,deadline,Peikai Zheng,Weiqiang He,Ziming Dong,False,False,False,True,6,13,0.46,1102,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,62,University of Science and Technology of China,China,FuQiang,Jiyu Chen,Ruoyu Zhang,Yiming Liao,False,False,False,True,6,13,0.46,1106,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,63,University of Engineering and Technology - VNU,Viet Nam,Java#,Duc Nam Nguyen,Phan Quang Minh Nguyen,Viet Do Xuan,False,False,False,True,6,13,0.46,1258,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,64,University of Wisconsin - Madison,United States,Do you even PSPACE?,Andrew Morgan,Bryce Sandlund,Menghui Wang,False,False,False,True,5,13,0.38,648,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,65,Huazhong University of Science & Technology,China,Skyline,Anze Lin,Liqi Chen,Senlan Yao,False,False,False,True,5,13,0.38,690,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,66,ETH Zürich,Switzerland,Sub-ETHa,Andrei Pârvu,Daniel Graf,Martin Raszyk,False,False,False,True,5,13,0.38,729,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,67,Nazarbayev University,Kazakhstan,NU 1,Adilet Zhaxybay,Anuar Dikhanov,Nurlan Kanapin,False,False,False,True,5,13,0.38,757,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,69,Indian Institute of Technology - Roorkee,India,3Spades,Aman Kumar Kedia,Praneeth Reddy,Surya Kiran,False,False,False,True,5,13,0.38,818,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,70,Indian Institute of Technology - Bombay,India,codetemplars,Navin Chandak,Nisheeth Lahoti,Vipul Harsh,False,False,False,True,5,13,0.38,847,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,71,Stanford University,United States,Stanford White,Chuanqi Shen,Kaidi Yan,Lingxiao Li,False,False,False,True,5,13,0.38,852,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,72,Northwestern University,United States,Mildcat,Ed Kim,Siyuan Cai,Zeyu Wang,False,False,False,True,5,13,0.38,903,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,73,University of Maryland,United States,University of Maryland,Sina Dehghani,Soheil Ehsani Banafati,Xi Yi,False,False,False,True,5,13,0.38,914,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,74,Jilin University,China,Major Battle,Haimin Chen,Jiaming Tang,Yan Yao,False,False,False,True,5,13,0.38,929,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,75,The American University in Cairo,Egypt,The A-Team,Hossam Samy,Islam El Tayar,Mohamed Ghoneim,False,False,False,True,5,13,0.38,930,Africa and the Middle East Champion
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,76,University of Copenhagen,Denmark,Lambdabamserne,Jakob Bæk Tejs Knudsen,Mathias Bæk Tejs Knudsen,Thomas Dybdahl Ahle,False,False,False,True,5,13,0.38,1058,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,77,Princeton University,United States,Schneidartha,Eric Schneider,Jon Schneider,Siddhartha Jayanti,False,False,False,True,4,13,0.31,292,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,78,The Australian National University,Australia,ANU-Red,Andrew Haigh,Benedict Morrissey,Dmitry Brizhinev,False,False,False,True,4,13,0.31,390,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,79,University of Indonesia,Indonesia,BerinGAS,Ammar Fathin Sabili,Pusaka Kaleb Setyabudi,William Gozali,False,False,False,True,4,13,0.31,407,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,80,Beijing Institute of Technology,China,BIT_illusion,Chen Su,Tianxiao Fu,Yi Yi,False,False,False,True,4,13,0.31,471,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,81,Universidade Estadual de Campinas,Brazil,Rua do sabão,Igor Wolff Resplande,Patrícia Hongo,Ruan Ramos Monteiro Silva,False,False,False,True,4,13,0.31,495,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,82,Kazan (Volga Region) Federal University,Russia,Kazan FU #1,Dinar Gainitdinov,Ramis Yamilov,Vladimir Butin,False,False,False,True,4,13,0.31,501,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,83,University of Cape Town,South Africa,I Can't Pronounce Catachthonic,Robert Spencer,Sean Wentzel,Yaseen Hamdulay,False,False,False,True,4,13,0.31,524,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,84,Free University of Tbilisi,Georgia,Tbilisi FreeUni,Giorgi Guliashvili,Nikoloz Svanidze,Tornike Mandzulashvili,False,False,False,True,4,13,0.31,538,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,85,Universidad Nacional de Colombia - Bogotá,Colombia,UNRasTasTas,Diego Ivan Caballero Rodríguez,Diego Said Niquefa Velásquez,Edward Lesmes,False,False,False,True,4,13,0.31,549,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,86,International Institute of Information Technology - Hyderabad,India,Believe,Karan Aggarwal,Pulkit Goel,Vivek Hamirwasia,False,False,False,True,4,13,0.31,565,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,87,Facultad de Ciencias Exactas-Universidad Nacional de Rosario,Argentina,Caloventor en Dos,Mariano Crosetti,Martín Villagra,Pablo Zimmermann,False,False,False,True,4,13,0.31,583,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,89,Belarusian State Economic University,Belarus,1C++,Aliaksei Charnevich,Ilya Sashcheka,Mikalai Stsepa,False,False,False,True,4,13,0.31,593,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,90,University of Tehran,Iran,Odd Factory,Leyla Biabani,Seyed Ali Elahi,Simin Oraee,False,False,False,True,4,13,0.31,596,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,91,Indian Institute of Technology - Madras,India,shockers,Ajay Krishna,Karthik Vishwanathan,Sundar Annamalai,False,False,False,True,4,13,0.31,614,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,92,Virginia Tech,United States,The Traveling Salesmen,Benjamin Pruett,Miraziz Yusupov,Nicholas Sharp,False,False,False,True,4,13,0.31,614,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,93,Indian Institute of Technology - Kharagpur,India,BitBees,Anmol Gulati,Anurag Anand,Biswajit Paria,False,False,False,True,4,13,0.31,637,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,94,Belarus State University of Informatics and Radioelectronics,Belarus,Belarusian SUIR 2,Aleh Tanasiuk,Daniil Berezhnov,Mikhail Astashkevich,False,False,False,True,4,13,0.31,674,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,95,The University of Western Australia,Australia,mikelback,Ben Ritter,Eliot Courtney,Michael Martis,False,False,False,True,4,13,0.31,726,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,96,Escuela Superior De Computo Instituto Politecnico Nacional,Mexico,Escoolers,Edgar Augusto Santiago Nieves,Luis Martin Jiménez Rodríguez,Sergio Adonais Romero González,False,False,False,True,3,13,0.23,341,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,97,University of Chicago,United States,Conjurers of Cheap Tricks,Charles Koenig,Harrison Weigel,Jeremy Archer,False,False,False,True,3,13,0.23,362,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,98,"Universidad de los Andes, Colombia",Colombia,Programators Mark II,Emanuel Krivoy,Rafael Mantilla,Santiago Ceron,False,False,False,True,3,13,0.23,367,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,99,Universidad Simón Bolívar,Venezuela,Team Phoenix,Jose Piñero,Jose Sanchez,Wilmer Bandres,False,False,False,True,3,13,0.23,402,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,100,Cornell University,United States,Cornell huehue,Eduardo Ferreira,Rafael Marinheiro,Victor Reis,False,False,False,True,3,13,0.23,428,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,101,"Faculty of Engineering, Ain Shams University",Egypt,FortyTwo,Ahmed AbouElhamayed,Ahmed Fathy,Ahmed Ossama,False,False,False,True,3,13,0.23,438,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,102,Universidad de Oriente - Sede Antonio Maceo,Cuba,Napster,José Moraguez Piñol,Luis Rafael Baez González,Reynaldo Gil Pons,False,False,False,True,3,13,0.23,453,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,103,Moscow Aviation Institute,Russia,MAI #9,Stepan Belousov,Timofey Yushchenko,Vladimir Mishonov,False,False,False,True,3,13,0.23,481,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,104,Iowa State University,United States,Run Length Encoding,Jacob Smith,Trevor Boone,Tyler Uhlenkamp,False,False,False,True,3,13,0.23,489,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,105,Federal University of Minas Gerais,Brazil,Literally Tourists,Diogo Oliveira,Gabriel Poesia Reis e Silva,Guilherme Gomes,False,False,False,True,3,13,0.23,511,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,106,University of Minnesota - Twin Cities,United States,Benchwarmers,Hidenori Shinohara,Lucas Knutson,Mijia Jiang,False,False,False,True,3,13,0.23,519,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,107,German University in Cairo,Egypt,Bool Shift!,Khaled Helmy,Mohamed Bassem,Rami Khalil,False,False,False,True,3,13,0.23,528,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,108,Universidad de La Habana,Cuba,UH++,Daniel Otero Baguer,José Carlos Gutiérrez Pérez,Marcelo Fornet Fornes,False,False,False,True,3,13,0.23,550,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,109,Faculty of Computers and Artificial Intelligence - Cairo University,Egypt,Amateur Pros,Ahmed Hamed,Mohamed Amr,Mohamed Osama,False,False,False,True,3,13,0.23,588,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,110,Arab Academy for Science and Technology (Alexandria),Egypt,_CPC For Dummies!,Adel Ali,Haytham Breaka,Moustafa Maher,False,False,False,True,2,13,0.15,80,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,111,University of Calgary,Canada,U Calgary,Aryaz Eghbali,Karl Augsten,Wen Li Looi,False,False,False,True,2,13,0.15,122,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,112,Indian Institute of Technology - Delhi,India,angle,Archit Pal Singh Sachdeva,Kunal Singhal,Satwant Rana,False,False,False,True,2,13,0.15,141,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,113,Universidad Autónoma de Aguascalientes,Mexico,Peludos,Flavio Hernández González,Francisco Javier Alarcón Esparza,Juan Antonio Ruiz Leal,False,False,False,True,2,13,0.15,152,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,114,Rice University,United States,Rice Gray,Jose Carlos Vera-Garza,Nick Merritt,Philip Taffet,False,False,False,True,2,13,0.15,158,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,115,"National University of Science and Technology ""MISiS""",Russia,MISiS-1,Konstantin Bulatov,Natalya Skoryukina,Timofey Chernov,False,False,False,True,2,13,0.15,220,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,116,Yazd University,Iran,Baadgir,Amir Kafshdar Goharshady,Hossein Enam Zadeh,Saeed Tame Bidgoly,False,False,False,True,2,13,0.15,220,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,117,Messiah College,United States,Falcons 1,Marcus Upton,Nathan Chaney,Zachary Felix,False,False,False,True,2,13,0.15,223,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,118,"Amrita School of Engineering, Kollam",India,Complexity_Simplified,Ashwin Krishnamoorthy,Sai Kiran,Sandeep Kumar Roy,False,False,False,True,2,13,0.15,252,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,119,Universidade Federal de Campina Grande,Brazil,Manoel borboleta e miguxos,Lucas de Matos Figueredo,Manoel Lucas Urbano de Barros Lins,Rafael Catalão Lopes Perrella,False,False,False,True,2,13,0.15,260,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,120,Universidad Privada de Santa Cruz de la Sierra,Bolivia,2ez4MySWAG,Alex Erick Pizarro Jimenez,José Manuel de la Campa Flores,Juan Francisco Ribera Laszkowski,False,False,False,True,2,13,0.15,304,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,121,Tishreen University,Syria,昨,Hussain Kara Fallah,Majd Ghada,Sami Emad,False,False,False,True,1,13,0.08,16,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,122,Al Akhawayn University,Morocco,Ifrane,Achraf Mamdouh,Mohammed Khalil Ait Brahim,Saad Taame,False,False,False,True,1,13,0.08,19,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,123,Universidade Federal do Rio de Janeiro,Brazil,Guns N' Codes,Diego Ximenes Mendes,Filipe Zhou,Rodrigo Zhou,False,False,False,True,1,13,0.08,21,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,124,Shahid Beheshti University,Iran,Dark Side of Trianguli,Farzad Sharbafian,Mohammadreza Haghpanah,Nima Shirvanian,False,False,False,True,1,13,0.08,22,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,125,ITESM Campus Monterrey,Mexico,Locos,Alberto Manuel Astiazarán Tobin,Alfredo Altamirano Montealvo,José Salvador Pámanes Guevara,False,False,False,True,1,13,0.08,37,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,126,"Faculty of Computer and Information Sciences, Ain Shams University",Egypt,Tau,Ahmed Abd El-Mohsen Hassan,Ahmed Ameen Mohamed,Mohamed Salama Abd el Karim,False,False,False,True,1,13,0.08,46,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,127,Carleton College,United States,Turing Morocco,Kenneth Schiller,Marielle Foster,Matt Cotter,False,False,False,True,1,13,0.08,47,
2015,2015-05-20,Morocco,Marrakech,Palmeraie Conference Center,128,"ENSA Marrakech, UCA",Morocco,while(true);,Sunday Olayinka Folorunso,Yahya Elfakir,Yassir Saquil,False,False,False,True,1,13,0.08,57,
