Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,1,"St. Petersburg National Research University of IT, Mechanics and Optics",Russia,SPb IFMO 1,Eugeniy Kapun,Maxim Buzdalov,Vladislav Isenbaev,True,False,False,False,9,11,0.82,1381,"World Champion, Europe Champion"
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,2,Tsinghua University,China,Proxima,Tiancheng Lou,Yuan Zhou,Zeyuan Zhu,True,False,False,False,9,11,0.82,1800,Asia Champion
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,3,St. Petersburg State University,Russia,SPb SU 1: Burunduchki,Oleg Davydov,Sergey Kopeliovich,Yury Petrov,True,False,False,False,8,11,0.73,1176,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,4,Saratov State University,Russia,Saratov SU #1,Dmitry Matov,Natalia Bondarenko,Stanislav Pak,True,False,False,False,8,11,0.73,1305,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,5,University of Oxford,United Kingdom,"Marta, Irena & Sirup",Daniel Bundala,Frantisek Simanchik,Jakub Zavodny,False,True,False,False,7,11,0.64,998,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,6,Zhejiang University,China,Zodiac,Dong Xiao,Hang Hang,Zejun Wu,False,True,False,False,7,11,0.64,1117,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,7,Massachusetts Institute of Technology,United States,MIT Beavers,David Benjamin,Eric Price,Jacob Steinhardt,False,True,False,False,7,11,0.64,1143,North America Champion
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,8,Altai State Technical University,Russia,Altai STU,Alexey Izbyshev,Andrey Akinshin,Maxim Kolosovskiy,False,True,False,False,7,11,0.64,1254,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,9,University of Warsaw,Poland,Warsaw Swifts 08,Maciej Klimek,Marcin Andrychowicz,Marcin Koscielnicki,False,False,True,False,7,11,0.64,1413,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,10,University of Waterloo,Canada,Waterloo Black,Andy Tsz Yin Kong,Konstantin Lopyrev,Malcolm Sharpe,False,False,True,False,6,11,0.55,787,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,11,I. Javakhishvili Tbilisi State University,Georgia,Tbilisi SU 1 Triumvirate,Eldar Bogdanov,Giorgi Lekveishvili,Nicholas Jimsheleishvili,False,False,True,False,6,11,0.55,933,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,12,Carnegie Mellon University,United States,The Tartans,Alan Pierce,Celestine Lau,Tom Conerly,False,False,True,False,6,11,0.55,1045,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,13,South China University of Technology,China,SCUT_SE_Scintilla,Li Zhiwei,Liu Hailang,Wu Yuanhao,False,False,True,False,6,11,0.55,1058,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,14,Sharif University of Technology,Iran,Anaconda Tigers of SUT,Aideen NasiriShargh,Nima Ahmadi Pour Anari,SaeedReza Seddighin,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,15,Seoul National University,South Korea,HP^3,Dokyoung Lee,Jaeseung Ha,Jongwook Choi,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,16,Fudan University,China,HyperHexagon,Guodong Feng,Ji Hong,Lei Huang,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,17,Moscow State University,Russia,MSU ST,Ivan Maksimenko,Stanislav Angelyuk,Vasily Astakhov,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,18,National Taiwan University,Taiwan,Fill it please,Hsueh-Yi Chen,Po-Lung Chen,Ting Shen,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,19,Shanghai Jiao Tong University,China,Carriage,Mingcheng Chen,Xiao Jiang,Zhuojie Wu,False,False,False,True,6,11,0.55,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,20,Stanford University,United States,Stanford Red,Andy Nguyen,Jae Hyun Park,Jeffrey Wang,False,False,False,True,5,11,0.45,,
