Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,21,Novosibirsk State University,Russia,Pluseg,Dmitry Butyugin,Mikhail Atuchin,Roman Sorokin,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,22,Ural State University,Russia,Fusion,Alexey Samsonov,Daniil Ayzenshteyn,Igor Chevdar,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,23,University of Maryland,United States,UMCP Terps,Alan Jackoway,Mitchell Katz,Richard Matthew McCutchen,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,24,Universidad de Buenos Aires - FCEN,Argentina,AIA,Agustin Gutierrez,Alejandro Deymonnaz,Ignacio Rossi,False,False,False,True,5,11,0.45,,Latin America Champion
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,25,University of Cambridge - Trinity College,United Kingdom,TRI,Frederick Manners,Mark Thompson,Sean Lip Zhao Wen,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,26,The University of Tokyo,Japan,HITORI++,Masatoshi Kitagawa,Song Gi Ryang,Yoichi Iwata,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,27,Peking University,China,Eccentric,Fenghong Chen,Jing Wang,Yanqing Chen,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,28,University of Melbourne,Australia,Hi Pat,Angus McInnes,Christopher Chen,Victor Lei,False,False,False,True,5,11,0.45,,South Pacific Champion
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,29,Huazhong University of Science & Technology,China,SolarEclipse,Meng Xiaozhu,Shen Fangyi,Wang Jianfeng,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,30,Zhejiang University of Technology,China,Saigo,Tianjing Xu,Yibo Chen,Yue Wang,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,31,Zhongshan (Sun Yat-sen) University,China,ZSU_Metatron,Yi Wu,Zhaoyi Zhang,Zuli Liu,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,32,Taurida V.I. Vernadsky National University,Ukraine,TNU-1,Oleksandr Mangylov,Sergiy Kanyshchev,Viktor Barinov,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,33,The Chinese University of Hong Kong,Hong Kong,E++,Kai Man Leung,Tsz Chiu Kwok,Yue Hei Ng,False,False,False,True,5,11,0.45,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,34,University of British Columbia,Canada,UBC ^,Christopher Head,Kuan-Chieh Robert Tseng,Simon Aloysius Suyadi,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,35,Bangladesh University of Engineering and Technology,Bangladesh,BUET Falcon,Mahbubul Hasan,Shahriar Rouf,Tanaeem Moosa,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,36,"National Technical University of Ukraine ""Kiev Polytechnic Institute""",Ukraine,Revival,Dmytro Korduban,Oleksii Kasitskyi,Oleksii Sliusarenko,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,37,Belarusian State University,Belarus,Belarusian SU1,Dmitriy Rudol,Pilip Pronin,Siarhei Tsikhan,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,38,Taras Shevchenko Kiev National University,Ukraine,KNU - ddragons,Anton Raichuk,Roman Rizvanov,Yuriy Znovyak,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,39,University of California at Berkeley,United States,Berkeley Blue,James Cook,Joseph Lim,Svetoslav Kolev,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,40,Tianjin University,China,TJU_HanoiTower,Chao Sun,Minqi Zhang,Yuan Li,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,41,Universidade Federal do Paraná,Brazil,Triforce,Bruno Ribas,Eduardo Ribas,Raphael Ribas,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,42,Amirkabir University of Technology,Iran,Balloons Keepers,Aminreza Gholami,Golnaz Ghiasi,MohammadReza Khani,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,43,Sichuan University,China,WinWill,Dongchen Wei,Gaowei Huang,Qingbin Weng,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,44,Jagiellonian University in Krakow,Poland,Jagiellonian,Kamil Kraszewski,Marek Wrobel,Pawel Zaborski,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,45,KTH - Royal Institute of Technology,Sweden,#define beaver (;;,Anders Sjoqvist,Chen Xing,Ulf Lundstrom,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,46,Beijing Jiaotong University,China,BJTU_ImBa,Simiu Gu,Tianyu Lou,YongLiang Wang,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,47,École Normale Supérieure de Lyon,France,agregpower,Lionel Rieg,Nicolas Bonifas,Xavier Pujol,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,48,Beijing University of Posts and Telecommunications,China,Tracer,Dingqian Hong,Min Xiang,Xiaohong Hao,False,False,False,True,4,11,0.36,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,49,Nanjing University,China,Tuners,Ang Li,Shen Li,Yanyan Jiang,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,50,Universitat Politècnica de Catalunya,Spain,UPC - Grané's beheaders,Francesc Martinez,Josep-Angel Herrero,Ricardo Martin Brualla,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,51,Instituto Tecnológico de Culiacán,Mexico,Turing Machines,Guillermo Alberto Sandoval Sanzhez,Jesus Eduardo Urias Barrientos,Jesus Moises Osorio Velazquez,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,52,German University in Cairo,Egypt,Muenchhausen Trilemma,Abdallah El Guindy,Eslam Soliman,Mohammed Abou Hamra,False,False,False,True,3,11,0.27,,Africa and the Middle East Champion
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,53,University of Cape Town,South Africa,UCT inverted segfault,Keegan Carruthers-Smith,Max Rabkin,Muhammad Saadiq Moolla,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,54,South Ural State University,Russia,SUrSU Thinkers,Alexander Bich,Oleg Vasilenko,Pavel Maiyorov,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,55,University of Aizu,Japan,Watch.c,Nobuyuki Wachi,Takashi Tayama,Yuki Hirano,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,56,Nanyang Technological University,Singapore,NTU KbPeckers,Khanh Nguyen Tran Nam,Quang Nhat Le,Tuan Anh Doah,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,57,Universidad Nacional de Colombia - Bogotá,Colombia,UN-01,Diego Fernando Salas Arciniegas,Iván Darío Arias Niño,Jonathan Montano Martinez,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,58,University of Canterbury,New Zealand,Team JET,Edwin Flores,Joseph Scarr,Thomas Steinke,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,59,KAIST,South Korea,So Hot,MinJae Hwang,Taejin Chin,YoungWoon Lee,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,60,Universidad Nacional del Sur,Argentina,Bahía,Nicolas Alvarez,Nicolás Komañski,Ricardo Matias Ferro Moreno,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,61,Iowa State University,United States,Pansy,Michael Seibert,Pasha Kazatsker,Yuly Suvorov,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,62,Cornell University,United States,Cornell Red,Eric First,Hooyeon Lee,Vincent Chan,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,63,University of Tasmania,Australia,Mehffort Musketeers,Alexander Berry,Christopher Neugebauer,Michael Ford,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,64,The University of Texas at Austin,United States,Bumkin Legacy,David Wahler,Josiah Godfrey,Tim Malone,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,65,University of Wisconsin - Madison,United States,Wrong Answer,Christopher Hopman,David He,Mikola Lysenko,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,66,University of Dhaka,Bangladesh,DU - Dark Knights,Iqram Mahmud,Jane Alam Jan,Syed Zubair Hossain,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,67,University of Illinois at Urbana-Champaign,United States,UIUC,Mianwei Zhou,Pichayoot Ouppaphan,Yintao Yu,False,False,False,True,3,11,0.27,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Arab Academy for Science and Technology (Alexandria),Egypt,AAST Seniors,Ahmed Naguib,Hesham Ali,Mostafa Ezzat ElBatsh,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Bina Nusantara University,Indonesia,Pandemonium,Eko Mirhard,Eko Wibowo,Gunawan Lie,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,California Institute of Technology,United States,A-tree,Emil Ibrishimov,Nathan Watson,Zarathustra Brady,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Duke University,United States,DukeA,Matthew Rognlie,Nadeem Kolia,Siyang Chen,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,EAFIT University,Colombia,Factor Comun,Andrés Mejía-Posada,Daniel Restrepo Montoya,Sebastian Arcila Valenzuela,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,East China University of Science and Technology,China,Kernel,Bo Yu,Chen Zhang,Qing Yin,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,ITESM Campus Monterrey,Mexico,MTY03,Fernando de Jesus Sanchez,Hector Sandoval,Luis Edgardo Argote,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,"Indian Institute of Information Technology & Management, Gwalior",India,Brute Force,Ashok Vijay,Manyata Goyal,Shilp Gupta,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,International Institute of Information Technology - Hyderabad,India,The King's Gambit,Ajay Somani,Anshuman Singh,Gaurav Agarwal,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,McGill University,Canada,McGill 1,Gheorghe Comanici,Scott McMurray,Yang Li,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,National University of Singapore,Singapore,NUSSOC1,Duc Phong Nguyen,Hoanh Tien Nguyen,Minh Duc Ngo,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,North South University,Bangladesh,NSU ARCTURUS,Ameer Hamza,Mustafijur Rahman Faysal,Samee Zahur,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Northwestern College,United States,Northwestern Red Raiders,Ben Kester,Gurt Van Wyk,John Calsbeek,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Purdue University,United States,Purdue Cheburashka,Arman Suleimenov,Nathan Claus,Zhanibek Datbayev,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,SUNY Stony Brook,United States,Seacubs,Leif Walsh,Roman Kogan,Tynan Fitzpatrick,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Saitama University,Japan,Maximum-Coffee-X,Eiichiro Iwata,Hiroshi Watabe,Junichi Tamura,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidad Nacional de La Plata,Argentina,La JiRaFa,Fidel Ivan Schaposnik,Joaquin Rodrigues,Ramiro Lafuente,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidad Tecnológica de la Mixteca,Mexico,grajam,Alan Martin Hernandez Solano,Aristeo Gutierrez Hernandez,Jorge Ricardo Villalobos,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidade Estadual do Ceará,Brazil,Posso ajudar?,Rafael Augusto Ferreira do Carmo,Rudy Matela Braquehais,Teofilo Bezerra Dutra,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidade Federal de Pernambuco,Brazil,"Prático, Cícero e Heitor",Hallan dos Santos,Pablo Pinheiro,Pedro Bello,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidade Federal de Santa Catarina,Brazil,Time Limit Exceeded,Eluan Costa Miranda,Luis Fernando Schultz Xavier da Silveira,Tiago Madeira,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidade Federal do Espirito Santo,Brazil,NULL,Giovanni Comarela,Lessandro Mariano,Rafael Coelho,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Universidade de São Paulo - Escola Politécnica,Brazil,Guerreiros da Poli,Gustavo Pacianotto Gouveia,Ricardo Hahn Pereira,Victor Lassance Oliveira e Silva,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Alberta,Canada,University of Alberta,Nicholas Merritt,Roshan Shariff,Travis Dick,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of California San Diego,United States,UCSD Berg,David Michon,Elliott Slaughter,Eric Levine,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Central Florida,United States,UCF Knights,Jeremy Elbourn,Michael Do,Stephen Fulwider,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Chicago,United States,Works in Theory,Ian Andrews,Lauren Ellsworth,Louis Wasserman,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Engineering and Technology - VNU,Viet Nam,TheLastChance,Don Khue Le,Tu Nguyen Dinh,Viet Cuong Ta,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Hong Kong,Hong Kong,Far,Kwong Hei Ng,Yan Ting Hui,Yip Lik Yau,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Nebraska - Lincoln,United States,Incendiary Pigs,Steve Trout,Tim Echtenkamp,Tyler Lemburg,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,University of Virginia,United States,Fum,Briana Satchell,Calvin Li,George Washington,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Washington University in St. Louis,United States,WUSTL 1,Aayush Munjal,Sai Wo Li,Sean Fellows,False,False,False,True,,11,,,
2009,2009-04-21,Sweden,Stockholm,KTH – Royal Institute of Technology,finalist,Wuhan University,China,ChaeYeon,Hanqing Cui,Yang Yang,Yunxiang Gao,False,False,False,True,,11,,,
