Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),1,St. Petersburg State University,Russia,SPb SU 4,Dmitry Egorov,Egor Suvorov,Pavel Kunyavskiy,True,False,False,False,7,12,0.58,1359,"World Champion, Europe Champion"
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),2,Moscow State University,Russia,Moscow SU Tapirs,Gleb Evstropov,Mikhail Pyaderkin,Victor Omelyanenko,True,False,False,False,7,12,0.58,1398,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),3,Peking University,China,Obsidian,Xiangyu Luo,Yufei Du,Zekun Ni,True,False,False,False,6,12,0.5,1275,Asia Champion
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),4,National Taiwan University,Taiwan,TwT514,Jui-Min Lee,Pao-Yu Chien,Ting-Wei Chen,True,False,False,False,6,12,0.5,1483,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),5,University of Warsaw,Poland,Warsaw Eagles 2014,Jakub Oćwieja,Jarosław Błasiok,Tomasz Kociumaka,False,True,False,False,5,12,0.42,796,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),6,Shanghai Jiao Tong University,China,Secret;Weapon,Haobin Ni,Qi Liu,Xiaoxu Guo,False,True,False,False,5,12,0.42,938,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),7,The University of Tokyo,Japan,wakaba,Ikumi Hide,Kengo Nakasuka,Ryoga Tanaka,False,True,False,False,5,12,0.42,960,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),8,University of Zagreb,Croatia,Zagreb,Goran Žužić,Ivan Katanic,Stjepan Glavina,False,True,False,False,5,12,0.42,970,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),9,"St. Petersburg National Research University of IT, Mechanics and Optics",Russia,SPb NRU ITMO 01,Adam Bardashevich,Artem Vasilyev,Boris Minaev,False,False,True,False,5,12,0.42,1000,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),10,National Research University Higher School of Economics,Russia,Viral Team,Alexander Kouprin,Mikhail Kolupaev,Vyacheslav Alipov,False,False,True,False,4,12,0.33,428,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),11,Tsinghua University,China,NowOrNever,Lijie Chen,Qinshi Wang,Qiwei Feng,False,False,True,False,4,12,0.33,444,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),12,Comenius University,Slovakia,Docikáme ďalej,Ján Hozza,Peter Fulla,Tomáš Belan,False,False,True,False,4,12,0.33,454,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),13,New York University,United States,Bagel Flavored Debugging,Bowen Yu,Danilo Ribeiro,Fabian Gundlach,False,False,False,True,4,12,0.33,553,North America Champion
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),14,Belarusian State University,Belarus,Belarusian SU #1,Aliaksandr Nekrashevich,Aliaksei Kolesau,Yauheni Hrytskevich,False,False,False,True,4,12,0.33,628,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),15,Zhejiang University,China,eternal reality,Kai Jiang,Weijie Chen,Xiaoyao Yu,False,False,False,True,4,12,0.33,718,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),16,University of Electronic Science and Technology of China,China,UESTC_Aspidochelone,Gufeng Chen,Yuehang Chen,Zi Liao,False,False,False,True,4,12,0.33,772,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),17,University of Wroclaw,Poland,UWr1,Anna Piekarska,Jakub Tarnawski,Tomasz Syposz,False,False,False,True,4,12,0.33,1065,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),18,Taras Shevchenko Kiev National University,Ukraine,BZFlags,Andrii Maksai,Iaroslav Tverdokhlib,Roman Iedemskyi,False,False,False,True,4,12,0.33,1088,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),19,The University of Texas at Brownsville,United States,Ocelot,Ali-Amir Aldan,Reynaldo Rea,Satzhan Sitmukhambetov,False,False,False,True,3,12,0.25,383,
2014,2014-06-25,Russia,Yekaterinburg,Palace of Team Sports (DIVS),20,International IT University,Kazakhstan,IITU 1,Alexander Bolshakov,Mansur Kutybaev,Vladimir Chzhen,False,False,False,True,3,12,0.25,420,
