Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,1,Shanghai Jiao Tong University,China,Shanghai Jiaotong U Spirit,Bohai Yang,Shuang Zhao,Wenyuan Dai,True,False,False,False,8,8,1.0,1517,"World Champion, Asia Champion"
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,2,Moscow State University,Russia,Moscow State Improbable Team,Pavel Nalivaiko,Petr Mitrichev,Vladimir Rychev,True,False,False,False,7,8,0.88,711,Europe Champion
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,3,St. Petersburg Institute of Fine Mechanics & Optics,Russia,SPb IFMO 1,Dmitri Pavlov,Pavel Mavrin,Sergey Orshanskiy,True,False,False,False,7,8,0.88,888,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,4,University of Waterloo,Canada,U Waterloo,,,,True,False,False,False,7,8,0.88,1046,North America Champion
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,5,University of Wroclaw,Poland,U Wr - Wroclawianie,Jakub Lopuszanski,Pawel Gawrychowski,Tomasz Wawrzyniak,False,True,False,False,7,8,0.88,1155,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,6,Fudan University,China,Fudan U Aladdin,,,,False,True,False,False,7,8,0.88,1275,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,7,KTH - Royal Institute of Technology,Sweden,KTH - Three-Headed Monkey,,,,False,True,False,False,6,8,0.75,965,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,8,Norwegian University of Science and Technology,Norway,Norwegian University,,,,False,True,False,False,6,8,0.75,1054,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,9,Izhevsk State Technical University,Russia,IzhevskSTU 1,Alexander Skidanov,Michael Tarasov,Ruslan Kovychev,False,False,True,False,6,8,0.75,1072,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,10,POLITEHNICA University of Bucharest,Romania,UPBucharest,,,,False,False,True,False,6,8,0.75,1113,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,11,Peking University,China,PKU_MonkeyKing,,,,False,False,True,False,6,8,0.75,1131,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,12,University of Hong Kong,Hong Kong,HKUCS1,,,,False,False,True,False,6,8,0.75,1145,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,13,Ufa State Aviation Technical University,Russia,Ufa SATU Need For Success,Alexei Kasatkin,Denis Nazarov,Konstantin German,False,False,False,True,6,8,0.75,1165,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,14,Tsinghua University,China,Tsinghua U Magic,Ji Luo,Wenjie Fu,Yifei Zhang,False,False,False,True,6,8,0.75,1195,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,15,Novosibirsk State University,Russia,Novosibirsk SU,Alexey Blinov,Semyon Dyatlov,Vyacheslav Tokarev,False,False,False,True,6,8,0.75,1297,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,16,Yonsei University,South Korea,Yonsei Artist,,,,False,False,False,True,6,8,0.75,1396,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,17,Perm State University,Russia,Perm SU 1,Anton Firsov,Ilya Nemets,Renat Mullakhanov,False,False,False,True,5,8,0.62,738,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,18,University of British Columbia,Canada,U British Columbia 0,,,,False,False,False,True,5,8,0.62,743,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,19,Sharif University of Technology,Iran,Sharif UT The Stupendous,,,,False,False,False,True,5,8,0.62,795,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,20,Belarusian State University,Belarus,BelarusianSU 1 Ded Talash,Aliaksei Danchanka,Aliaksei Kirkouski,Ivan Zauharodneu,False,False,False,True,5,8,0.62,834,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,21,University Of Illinois - Chicago,United States,U Illinois TopCoders,,,,False,False,False,True,5,8,0.62,865,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,22,Amirkabir University of Technology,Iran,Amirkabir UT - seKallePuk,,,,False,False,False,True,5,8,0.62,898,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,23,Zhongshan (Sun Yat-sen) University,China,ZSU Pegasus,,,,False,False,False,True,5,8,0.62,972,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,24,Information and Communications University,South Korea,ICU - Intensive Care Unit,,,,False,False,False,True,5,8,0.62,977,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,25,University of Warsaw,Poland,Warsaw Falcons,,,,False,False,False,True,5,8,0.62,1042,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,26,St. Petersburg State University,Russia,SPbSU Qua-qua,Dmitry Antipov,Ivan Kazmenko,Yury Volkov,False,False,False,True,5,8,0.62,1065,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,27,Saratov State University,Russia,Saratov SU,Sergey Nazarov,Vitaly Goldshtein,Vladimir Yakunin,False,False,False,True,5,8,0.62,1069,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,28,Ural State University,Russia,UralSU,Denis Musin,Sergey Pupyrev,Vladimir Yakovlev,False,False,False,True,5,8,0.62,1130,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,29,Seoul National University,South Korea,Seoul National U - Old Boy,,,,False,False,False,True,4,8,0.5,569,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,30,Duke University,United States,Duke magabe,,,,False,False,False,True,4,8,0.5,608,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,31,California Institute of Technology,United States,Caltech Beavers,,,,False,False,False,True,4,8,0.5,670,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,32,Kyoto University,Japan,Kyoto U - combat,,,,False,False,False,True,4,8,0.5,672,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,33,Nanyang Technological University,Singapore,Nanyang TU Jammers,,,,False,False,False,True,4,8,0.5,679,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,34,Instituto Tecnológico de Aeronautica,Brazil,I.T.A. - Naves Bros.,,,,False,False,False,True,4,8,0.5,706,Latin America Champion
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,35,Altai State Technical University,Russia,AltaiSTU_1,Aleksandr Barsukov,Dmitry Gozman,Oleg Blinov,False,False,False,True,4,8,0.5,713,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,36,Bangladesh University of Engineering and Technology,Bangladesh,BUET Explorer,,,,False,False,False,True,4,8,0.5,758,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,37,Sofia University,Bulgaria,Sofia - FMI Beasts,,,,False,False,False,True,4,8,0.5,791,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,38,University of Alberta,Canada,U Alberta,,,,False,False,False,True,4,8,0.5,885,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,39,Massachusetts Institute of Technology,United States,MIT Beavers,,,,False,False,False,True,4,8,0.5,1045,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,40,Indian Institute of Technology - Madras,India,IIT Madras - nice-n-20,,,,False,False,False,True,4,8,0.5,1066,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,41,Michigan Technological University,United States,Michigan TU Blue,,,,False,False,False,True,3,8,0.38,310,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,42,University of California San Diego,United States,UCSD Rock,,,,False,False,False,True,3,8,0.38,343,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,43,University of Calgary,Canada,U Calgary 0,,,,False,False,False,True,3,8,0.38,361,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,44,Universidad de Buenos Aires,Argentina,UBA- PPP,,,,False,False,False,True,3,8,0.38,408,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,45,National University of Singapore,Singapore,NU Singapore - SOC@NUS,,,,False,False,False,True,3,8,0.38,414,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,46,University of Central Florida,United States,UCF Knights,,,,False,False,False,True,3,8,0.38,470,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,47,National Taiwan University,Taiwan,National Taiwan U - orz,,,,False,False,False,True,3,8,0.38,481,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,48,Simon Fraser University,Canada,Simon Fraser White,,,,False,False,False,True,3,8,0.38,510,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,49,Zhejiang University,China,ZJU Focus,,,,False,False,False,True,3,8,0.38,512,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,50,University of Michigan at Ann Arbor,United States,University of Michigan Victors,,,,False,False,False,True,3,8,0.38,521,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,51,École Normale Supérieure de Lyon,France,ENS Lyon 1,,,,False,False,False,True,3,8,0.38,582,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,52,New York University,United States,NYU,,,,False,False,False,True,3,8,0.38,617,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,53,Rutgers University,United States,Rutgers Team Two,,,,False,False,False,True,3,8,0.38,633,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,54,Universidad Simón Bolívar,Venezuela,U Simón Bolívar T-Se7en,,,,False,False,False,True,3,8,0.38,636,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,55,Georgia Institute of Technology,United States,Georgia Tech Yellow Jackets,,,,False,False,False,True,3,8,0.38,673,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,56,Nizhny Novgorod State University,Russia,Nizhny Novgorod SU,Alexei Krouglov,Ivan Khaimovich,Roman Timushev,False,False,False,True,3,8,0.38,743,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,57,Universidade Estadual de Campinas,Brazil,Unicamp Will Code for Money,,,,False,False,False,True,2,8,0.25,192,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,58,Texas A&M University,United States,Texas A&M Maroon,,,,False,False,False,True,2,8,0.25,223,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,59,Virginia Tech,United States,Va Tech,,,,False,False,False,True,2,8,0.25,235,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,60,Carnegie Mellon University,United States,Carnegie Mellon Dragons,,,,False,False,False,True,2,8,0.25,259,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,61,University of New Brunswick at Fredericton,Canada,U New Brunswick Reds,,,,False,False,False,True,2,8,0.25,263,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,62,The University of New South Wales,Australia,U New South Wales D,,,,False,False,False,True,2,8,0.25,288,South Pacific Champion
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,63,University of Wisconsin - Madison,United States,UW-M Harmless Fluffy Bunnies,,,,False,False,False,True,2,8,0.25,304,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,64,Renmin University of China,China,Renmin U China - rruucc,,,,False,False,False,True,2,8,0.25,378,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,65,Universitat Politècnica de Catalunya,Spain,UP Catalunya 4:59:59,,,,False,False,False,True,2,8,0.25,405,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,66,University of Cape Town,South Africa,UCT United Coding Team,,,,False,False,False,True,2,8,0.25,431,Africa and the Middle East Champion
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,67,Illinois Institute of Technology,United States,IIT-Chicago A,,,,False,False,False,True,2,8,0.25,434,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,68,The University of Tokyo,Japan,U Tokyo Gokuri-Squeeze,,,,False,False,False,True,2,8,0.25,443,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,69,Benemérita Universidad Autónoma de Puebla,Mexico,BUA de Puebla - Los Alfalfas,,,,False,False,False,True,2,8,0.25,464,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,70,George Mason University,United States,George Mason University,,,,False,False,False,True,2,8,0.25,472,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,71,The University of Texas at Austin,United States,UT Longhorns,,,,False,False,False,True,1,8,0.12,108,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,72,University of Nebraska - Lincoln,United States,U Nebraska Boson Foot,,,,False,False,False,True,1,8,0.12,151,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,73,Universidade do Estado do Rio de Janeiro,Brazil,UF Rio de Janeiro Frost Byte,,,,False,False,False,True,1,8,0.12,199,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,74,Universidad Tecnológica de la Mixteca,Mexico,UTMixteca Poor Dogs,,,,False,False,False,True,1,8,0.12,201,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,75,Ateneo de Manila University,Philippines,Ateneo Manila U - Res cogitans,,,,False,False,False,True,1,8,0.12,238,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,76,Indian Institute of Technology - Bombay,India,IIT Bombay Bug,,,,False,False,False,True,1,8,0.12,317,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,77 - 78,The American University in Cairo,Egypt,AUC - Relentless Pharaohs,,,,False,False,False,True,0,8,0.0,0,
2005,2005-04-06,China,Shanghai,Pudong Shangri-La Hotel,77 - 78,University of Auckland,New Zealand,U Auckland *NULL,,,,False,False,False,True,0,8,0.0,0,
