Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2020,2021-10-05,Russia,Moscow,Moscow Manege,1,Nizhny Novgorod State University,Russia,Almost Retired,Aleksei Daniliuk,Nikolay Kalinin,Valeria Ryabchikova,True,False,False,False,12,15,0.8,1714,"World Champion, Northern Eurasia Champion"
2020,2021-10-05,Russia,Moscow,Moscow Manege,2,Seoul National University,South Korea,Cafe Mountain,Jeyeon Si,Sangsoo Park,Sunghyeon Jo,True,False,False,False,11,15,0.73,1068,Asia Pacific Champion
2020,2021-10-05,Russia,Moscow,Moscow Manege,3,St. Petersburg ITMO University,Russia,ITMO U 1 Standard deviation,Arsenii Kirillov,Dmitrii Sayutin,Nikolay Budin,True,False,False,False,11,15,0.73,1174,
2020,2021-10-05,Russia,Moscow,Moscow Manege,4,Moscow Institute of Physics and Technology,Russia,Godnotent,Alexander Golovanov,Andrey Sergunin,Evgenii Belykh,True,False,False,False,11,15,0.73,1664,
2020,2021-10-05,Russia,Moscow,Moscow Manege,5,University of Wroclaw,Poland,UWr 1,Anadi Agrawal,Jarosław Kwiecień,Michał Górniak,False,True,False,False,11,15,0.73,1772,Europe Champion
2020,2021-10-05,Russia,Moscow,Moscow Manege,6,University of Cambridge,United Kingdom,Treeniceratops,David Wärn,Kacper Walentynowicz,Maja Trela,False,True,False,False,11,15,0.73,1905,
2020,2021-10-05,Russia,Moscow,Moscow Manege,7,Belarusian State University,Belarus,Belarusian SU #1,Aliaksandr Kernazhytski,Fedar Karabeinikau,Yahor Dubovik,False,True,False,False,11,15,0.73,1912,
2020,2021-10-05,Russia,Moscow,Moscow Manege,8,University of Bucharest,Romania,[UNIBUC] ScrambledEggs,Livia Magureanu,Lucian Bicsi,Theodor Moroianu,False,True,False,False,10,15,0.67,1077,
2020,2021-10-05,Russia,Moscow,Moscow Manege,9,Massachusetts Institute of Technology,United States,MIT $(^w^)$,Benjamin Qi,Spencer Compton,Zhezheng Luo,False,False,True,False,10,15,0.67,1220,North America Champion
2020,2021-10-05,Russia,Moscow,Moscow Manege,10,Kharkiv National University of Radio Electronics,Ukraine,KhNURE_NRG,Andrey Shanin,Matvii Aslandukov,Oleh Vallas,False,False,True,False,10,15,0.67,1504,
2020,2021-10-05,Russia,Moscow,Moscow Manege,11,University of Illinois at Urbana-Champaign,United States,Must Pass,Yen-Hsiang Chang,Zhuolin Yang,Zihan Wang,False,False,True,False,10,15,0.67,1837,
2020,2021-10-05,Russia,Moscow,Moscow Manege,12,National Research University Higher School of Economics,Russia,Logarifmya4ka,Ivan Safonov,Mikhail Anoprenko,Vladimir Romanov,False,False,True,False,9,15,0.6,1348,
2020,2021-10-05,Russia,Moscow,Moscow Manege,13,St. Petersburg State University,Russia,SPb SU 25,Dmitriy Belichenko,Nikita Bykov,Semen Petrov,False,False,False,True,9,15,0.6,1530,
