Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2012,2012-05-17,Poland,Warsaw,University of Warsaw,1,"St. Petersburg National Research University of IT, Mechanics and Optics",Russia,SPbSU ITMO 1,Eugeny Kapun,Mikhail Kever,Niyaz Nigmatullin,True,False,False,False,9,12,0.75,1170,"World Champion, Europe Champion"
2012,2012-05-17,Poland,Warsaw,University of Warsaw,2,University of Warsaw,Poland,Warsaw Eagles 2012,Jakub Pachocki,Tomasz Kulczyński,Wojciech Śmietanka,True,False,False,False,9,12,0.75,1547,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,3,Moscow Institute of Physics & Technology,Russia,Waterogers,Iakov Dlugach,Pavel Shishkin,Renat Gimadeev,True,False,False,False,8,12,0.67,1131,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,4,Shanghai Jiao Tong University,China,Epic,Guangda Huzhang,Qi Liu,Yan Liu,True,False,False,False,7,12,0.58,1161,Asia Champion
2012,2012-05-17,Poland,Warsaw,University of Warsaw,5,Belarusian State University,Belarus,Belarusian SU #1,Dzmitry Bahdanau,Sergei Sobol,Yury Pisarchyk,False,True,False,False,7,12,0.58,1281,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,6,Zhongshan (Sun Yat-sen) University,China,SYSU_Metalgarurumon,Chenheng Liu,Kafai Lao,Ruiyang Tan,False,True,False,False,7,12,0.58,1301,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,7,Harvard University,United States,Harvard,Lin (Alex) Zhai,Neal Wu,Spencer Liang,False,True,False,False,7,12,0.58,1319,North America Champion
2012,2012-05-17,Poland,Warsaw,University of Warsaw,8,The Chinese University of Hong Kong,Hong Kong,IsolatE,Chak Fai Yuen,Jeffrey Hon,Wai Hon Law,False,True,False,False,7,12,0.58,1469,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,9,University of Waterloo,Canada,Waterloo Black,Anton Raichuk,Benoit Maurin,Tyson Andre,False,False,True,False,6,12,0.5,760,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,10,Moscow State University,Russia,Moscow SU ST,Alexander Kaluzhin,Sergey Fedorov,Sergey Rogulenko,False,False,True,False,6,12,0.5,795,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,11,The University of Tokyo,Japan,__________,Kota Yoshizato,Masaki Watanabe,Takuya Akiba,False,False,True,False,6,12,0.5,830,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,12,Belarus State University of Informatics and Radioelectronics,Belarus,Belarusian SUIR #1,Aliaksei Ropan,Daniil Berezhnov,Ihar Brukau,False,False,True,False,6,12,0.5,979,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,13,Saratov State University,Russia,Saratov SU #2,Artem Rakhov,Maxim Ivanov,Nikolay Kuznetsov,False,False,False,True,6,12,0.5,1026,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,14,Stanford University,United States,Stanford Cardinal,Chenguang Zhu,Huaiyu Wu,John Pardon,False,False,False,True,6,12,0.5,1108,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,15,Peking University,China,PKU_(NULL,Liumingjing Xiao,Wentai Zhang,Yechen Li,False,False,False,True,6,12,0.5,1165,
2012,2012-05-17,Poland,Warsaw,University of Warsaw,16,Kazakh-British Technical University,Kazakhstan,Kazakh-British TU 2,Azizkhan Almakhan,Kanat Satylkhanov,Madiyar Aitbayev,False,False,False,True,6,12,0.5,1178,
