Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,1,Moscow State University,Russia,Moscow SU Red Panda,Grigory Reznikov,Mikhail Ipatov,Vladislav Makeev,True,False,False,False,9,11,0.82,1427,"World Champion, Northern Eurasia Champion"
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,2,Moscow Institute of Physics & Technology,Russia,Moscow IPT Cryptozoology,Aleksandr Ostanin,Alexander Golovanov,Nikita Uvarov,True,False,False,False,8,11,0.73,960,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,3,Peking University,China,Check it out,Huadun Hong,Lihuang Ding,Ruyi Ji,True,False,False,False,8,11,0.73,1190,Asia East Champion
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,4,The University of Tokyo,Japan,Cxiv-Dxiv,Kazumi Kasaura,Kohji Liu,Soh Kumabe,True,False,False,False,8,11,0.73,1566,Asia Pacific Champion
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,5,Seoul National University,South Korea,MolaMola,Bumsoo Park,Sangsoo Park,Sung Gwan Park,False,True,False,False,7,11,0.64,719,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,6,The University of New South Wales,Australia,AbishforesT,Mohammad Huda,Oliver Fisher,Ray Li,False,True,False,False,7,11,0.64,855,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,7,Tsinghua University,China,jsssssssssshiverb,Kefan Dong,Xiaoyao Zou,Zhizhou Ren,False,True,False,False,7,11,0.64,1002,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,8,Shanghai Jiao Tong University,China,Nightfall,Boning Li,Wenda Qiu,Zhongtang Luo,False,True,False,False,7,11,0.64,1016,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,9,St. Petersburg ITMO University,Russia,SPb ITMO University 1,Ilya Zban,Ivan Belonogov,Mikhail Putilin,False,False,True,False,7,11,0.64,1086,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,10,University of Central Florida,United States,UCF Knights,Alexander Coleman,Eric Ly,Timothy Buzzelli,False,False,True,False,7,11,0.64,1133,North America Champion
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,11,Massachusetts Institute of Technology,United States,MIT TWO,Allen Liu,Kevin Sun,Yang Liu,False,False,True,False,7,11,0.64,1144,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,12,Vilnius University,Lithuania,VU #1,Darius Kurtinaitis,Domantas Jadenkus,Justas Klimavičius,False,False,True,False,7,11,0.64,1174,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,13,Ural Federal University,Russia,Ural FU: Kek,Kirill Borozdin,Nikita Sivukhin,Vladimir Leskov,False,False,True,False,7,11,0.64,1234,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,14,University of Warsaw,Poland,Warsaw Eagles,Kamil Dębowski,Marek Sommer,Mateusz Radecki,False,False,False,True,6,11,0.55,649,Europe Champion
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,15,University of Engineering and Technology - VNU,Viet Nam,unsigned,Dinh Quang Minh Nguyen,Le Quang Tuan,Nguyen Pham,False,False,False,True,6,11,0.55,757,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,16,National Taiwan University,Taiwan,PECaveros,Chin-Chia Hsu,Li Chen,Tzu-Peng Wang,False,False,False,True,6,11,0.55,806,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,17,Universidade de São Paulo,Brazil,"¯\_( ""/ )_/¯",Arthur Nascimento,Victor Sena Molero,Yan Couto,False,False,False,True,6,11,0.55,810,Latin America Champion
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,18,Lviv National University,Ukraine,LNU Algotesters,Andrii Makar,Mykhailo Pylyp,Taras Chaika,False,False,False,True,6,11,0.55,812,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,19,Fudan University,China,Wood Cube,Dongjian Tang,Xi Gao,Zhihao Ma,False,False,False,True,6,11,0.55,852,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,20,KAIST,South Korea,Deobureo Minkyu Party,Hanpil Kang,Jaehyun Koo,Minkyu Jo,False,False,False,True,6,11,0.55,867,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,21,Stanford University,United States,Stanford Cardinal,Eric Xu,Hubert Teo,Yuetong Wang,False,False,False,True,6,11,0.55,936,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,22,St. Petersburg State University,Russia,SPb SU 3,Aleksandr Logunov,Pavel Savchenkov,Vladislav Makarov,False,False,False,True,6,11,0.55,953,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,23,Beihang University,China,Three Investigators,Jingzhe Tang,Xin Huang,Ziyuan Liu,False,False,False,True,6,11,0.55,953,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,24,University of Bucharest,Romania,Echipa Lacheta,Alexandru Velea,Andrei Popa,Lucian Bicsi,False,False,False,True,6,11,0.55,973,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,25,Universidad Nacional de Córdoba - FaMAF,Argentina,Gracias Demetrio,Ezekiel Carranza,Luis Ferroni Rivetti,Matías José Hunicken Berardo,False,False,False,True,6,11,0.55,977,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,26,Harvard University,United States,Harvard,Daniel Chiu,Huy Truong Nam Nguyen,Rafail Ketsetsidis,False,False,False,True,6,11,0.55,998,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,27,Fuzhou University,China,Pachirisu,Haohui Zheng,Mingqin Chen,Peng Zou,False,False,False,True,6,11,0.55,1069,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,28,Zhongshan (Sun Yat-sen) University,China,SYSU_Iron,Tanli Zuo,Tianyu Wang,Zhengjie Xu,False,False,False,True,6,11,0.55,1095,
2018,2018-04-19,China,Beijing,Peking University's Khoo Teck Puat Gymnasium,29,ETH Zürich,Switzerland,rETHink togETHer,Daniel Rutschmann,Fabian Lyck,Simon Andreas Meinhard,False,False,False,True,6,11,0.55,1257,
